Disease1	Disease1_id	RELATION	PROVENANCE	Disease2	Disease2_id
Corneal edema	C0010037	IS_A		Corneal Diseases	C0010034
Charcot-Marie-Tooth disease, X-linked, 1	C0393808	ISA	["20443038_fullText_1"]	Neuromuscular Diseases	C0027868
Scleroatonic muscular dystrophy	C0410179	COEXISTS_WITH	["19019314_fullText_1"]	Muscular Atrophy	C0026846
Scleroatonic muscular dystrophy	C0410179	ISA	["19305075_fullText_1"]	Congenital Disorders	C0242354
Reactive hypoglycemia	C0271710	COEXISTS_WITH	["11036871_fullText_5"]	Hyperinsulinism	C0020459
Hereditary Motor and Sensory Neuropathy Type I	C0751036	ISA	["17376125_fullText_1","16914927_fullText_2"]	Hereditary Motor and Sensory Neuropathies	C0027888
Radiculopathy	C0700594	IS_A		Non-Neoplastic Peripheral Nervous System Disorder	C1335029
valvular condition	C1399222	ISA	["17575483_fullText_3"]	Heart Diseases	C0018799
Glossopharyngeal Nerve Paralysis	C0919940	ISA	["17228821_fullText_5"]	Nerve palsy	C0262576
Gait Apraxia	C1510417	COEXISTS_WITH	["16575302_fullText_2"]	Hydrocephalus, Normal Pressure	C0020258
Encephalomyelitis, Acute Disseminated	C0014059	IS_A		Encephalomyelitis	C0014070
Pyelonephritis, Xanthogranulomatous	C0034188	IS_A		Chronic pyelonephritis	C0085697
Chronic pyelonephritis	C0085697	IS_A		Pyelonephritis	C0034186
Cholecystitis	C0008325	IS_A		Cholangitis	C0008311
Severe autosomal recessive muscular dystrophy of childhood - North African type (disorder)	C0410173	OCCURS_IN	["15131736_fullText_4"]	Miyoshi myopathy	C1850808
Ectopic Pregnancy	C0032987	IS_A		Female Genital Diseases	C0017411
alpha-Thalassemia	C0002312	IS_A		Thalassemia	C0039730
Hidradenitis Suppurativa	C0162836	IS_A		Hidradenitis	C0085160
Brachial Plexus Neuritis	C0221759	IS_A		Brachial Plexus Neuropathies	C0700251
Stunned Myocardium	C0206145	COEXISTS_WITH__SPEC__	["12355886_fullText_9"]	Myotonic Dystrophy	C0027126
Stunned Myocardium	C0206145	ISA	["12355886_fullText_9"]	Cardiomyopathies	C0878544
HELLP Syndrome	C0162739	IS_A		Severe pre-eclampsia, unspecified as to episode of care or not applicable	C0156669
Single-Gene Defects	C0037176	CAUSES	["181256_fullText_4"]	Muscular Dystrophy	C0026850
Transient neonatal myasthenia	C0393943	MANIFESTATION_OF	["11988891_fullText_1"]	Myasthenias	C0947912
Pituitary dwarfism	C0013338	IS_A		Hypopituitarism	C0020635
Congenital adrenal hyperplasia	C0001627	LOCATION_OF	["26238341_fullText_2","23896802_fullText_1","21641615_fullText_1","17616847_fullText_5","17574536_fullText_1","12271912_fullText_1","10891024_fullText_1","2731793_fullText_2"]	Chronic active hepatitis	C0520463
Pierson syndrome	C1836876	ISA	["30120985_fullText_2"]	Syndrome	C0039082
Pierson syndrome	C1836876	IS_A		Syndrome	C0039082
Slow channel syndrome	C0393934	ISA	["34999496_fullText_1"]	Neuromuscular Diseases	C0027868
Epilepsy, Frontal Lobe	C0085541	IS_A		Epilepsies, Partial	C0014547
Autosomal Dominant Nocturnal Frontal Lobe Epilepsy	C3696898	ISA	["17589814_fullText_3","17434185_fullText_3"]	Epilepsy, Frontal Lobe	C0085541
Congenital myasthenic syndrome ib	C1850792	ISA	["22987706_fullText_1"]	Myasthenic Syndromes, Congenital	C0751882
Denys-Drash Syndrome	C0950121	IS_A		Syndrome	C0039082
Anuria	C0003460	IS_A		Kidney Diseases	C0022658
Neuromuscular Junction Diseases	C0751950	IS_A		Neuromuscular Diseases	C0027868
Cystinuria	C0010691	IS_A		Amino Acid Metabolism, Inborn Errors	C0002514
Congenital keratoglobus	C0344530	IS_A		Corneal Diseases	C0010034
Choline Deficiency	C0008412	IS_A		Deficiency Diseases	C0011156
Apneic attack	C0474454	COEXISTS_WITH	["19289695_fullText_4"]	Disorder characterized by fever	C0743841
Nephrosis, congenital	C3501848	IS_A		Nephrotic Syndrome	C0027726
Pterygium	C0033999	IS_A		Corneal Diseases	C0010034
Episodic ataxia type 2 (disorder)	C1720416	COEXISTS_WITH	["14694040_fullText_1"]	Myasthenic Syndromes, Congenital	C0751882
Myasthenia Gravis, Generalized	C0751339	ISA	["24141560_fullText_5"]	Myasthenia Gravis	C0026896
NONAKA MYOPATHY	C1853926	IS_A		Myopathy	C0026848
Glaucoma, Neovascular	C0017609	IS_A		Glaucoma	C0017601
Epidermolysis Bullosa	C0014527	IS_A		Skin Diseases, Vesiculobullous	C0037275
Encephalomyelitis	C0014070	IS_A		CNS disorder	C0007682
Noma	C0028271	IS_A		Ulcerative stomatitis	C0038367
Miller Fisher Syndrome	C0393799	IS_A		Guillain-Barre Syndrome	C0018378
Miller Fisher Syndrome	C0393799	ISA	["33661577_fullText_27"]	Guillain-Barre Syndrome	C0018378
Primary sclerosing cholangitis	C0566602	IS_A		Cholangitis, Sclerosing	C0008313
Cytomegalovirus Infections	C0010823	AFFECTS	["32130224_fullText_23"]	Cytochrome-c Oxidase Deficiency	C0268237
Paralytic strabismus	C0152221	IS_A		Other specified strabismus	C0029831
Acute viral disease	C1443953	PRECEDES	["32677908_fullText_145"]	Acidosis, Lactic	C0001125
Acute viral disease	C1443953	PRECEDES	["32677908_fullText_139"]	Beta-Hydroxyisobutyryl CoA Deacylase Deficiency	C0342738
Ethylmalonic encephalopathy	C1865349	IS_A		Mitochondrial Diseases	C0751651
Nephronophthisis	C0687120	IS_A		Kidney Diseases	C0022658
Nephronophthisis	C0687120	COEXISTS_WITH	["32165824_fullText_47"]	Retinal Dystrophies	C0854723
Caroli Disease	C0162510	IS_A		Bile Duct Diseases	C0005395
Caroli Disease	C0162510	COEXISTS_WITH	["32165824_fullText_47"]	Retinal Dystrophies	C0854723
Exocrine pancreatic insufficiency	C0267963	IS_A		Other specified diseases of pancreas	C0029771
Exocrine pancreatic insufficiency	C0267963	COEXISTS_WITH__SPEC__	["32059522_fullText_32"]	Pearson's marrow-pancreas syndrome	C0342784
Exocrine pancreatic insufficiency	C0267963	COEXISTS_WITH	["32059522_fullText_32"]	Syndrome	C0039082
Oculovestibuloauditory syndrome	C0271270	IS_A		Disorder of eye	C0015397
Intussusception	C0021933	IS_A		Intestinal Obstruction	C0021843
Stomatitis	C0038362	IS_A		Lip Diseases	C0023760
Hand, Foot and Mouth Disease	C0018572	IS_A		Virus Diseases	C0042769
Autoimmune Diseases of the Nervous System	C0751871	IS_A		nervous system disorder	C0027765
Renal tubular disorder	C0151747	CAUSES	["8598044_fullText_5"]	Fanconi Syndrome	C0015624
Encephalomalacia	C0014068	IS_A		Encephalopathies	C0085584
Congenital Hemidysplasia with Ichthyosiform Erythroderma and Limb Defects	C0265267	IS_A		Syndrome	C0039082
Trimethylaminuria	C0342739	ISA	["35055180_fullText_120"]	Hereditary Diseases	C0019247
Encephalopathy, Bovine Spongiform	C0085209	IS_A		Prion Diseases	C0162534
Opitz trigonocephaly syndrome	C0796095	IS_A		Syndrome	C0039082
Hartnup Disease	C0018609	IS_A		Amino Acid Metabolism, Inborn Errors	C0002514
Retinoschisis	C0152439	IS_A		Retinal Degeneration	C0035304
Riboflavin Deficiency	C0035528	IS_A		Deficiency Diseases	C0011156
Hyperlysinemias	C0268553	IS_A		Amino Acid Metabolism, Inborn Errors	C0002514
Meningitis	C0025289	IS_A		CNS disorder	C0007682
Pneumococcal Infections	C0032269	CAUSES	["32981931_fullText_53"]	Hemolytic-Uremic Syndrome	C0019061
Pyruvate Carboxylase Deficiency Disease	C0034341	IS_A		Carbohydrate Metabolism, Inborn Errors	C0007001
Anemia, Pernicious	C0002892	IS_A		Deficiency Diseases	C0011156
Malaria, Cerebral	C0024534	IS_A		Malaria	C0024530
Iron-Refractory Iron Deficiency Anemia	C0085576	IS_A		Anemia	C0002871
Gangliosidosis GM1	C0085131	ISA	["33045869_abstract_1"]	Lysosomal Storage Diseases	C0085078
Gangliosidosis GM1	C0085131	IS_A		Gangliosidoses	C0017083
Hepatitis, Autoimmune	C0241910	ISA	["32145091_fullText_62"]	Hepatitis	C0019158
Mucopolysaccharidoses	C0026703	IS_A		Lysosomal Storage Diseases	C0085078
African Trypanosomiasis	C0041228	IS_A		Trypanosomiasis	C0041227
Hereditary orotic aciduria, type 1	C0268130	ISA	["29702557_fullText_67"]	Hereditary orotic aciduria	C0220987
IGA Glomerulonephritis	C0017661	IS_A		Glomerulonephritis	C0017658
De Barsy syndrome	C0268354	IS_A		Cutis Laxa	C0010495
Wrinkly skin syndrome	C0406587	IS_A		Syndrome	C0039082
Geroderma osteodysplastica	C0432255	IS_A		Syndrome	C0039082
PITT-HOPKINS SYNDROME	C1970431	IS_A		Syndrome	C0039082
Encephalomyelitis, Western Equine	C0153064	IS_A		Encephalopathies	C0085584
Vitreous degeneration	C0155366	IS_A		Other vitreous opacities	C0029872
Color blindness	C0242225	IS_A		blindness or low vision (non-specific)	C0155020
Achromatopsia	C0152200	IS_A		Color blindness	C0242225
Ankylosis	C0003090	IS_A		Arthropathy associated with infection	C0157749
Hepatitis A	C0019159	IS_A		Virus Diseases	C0042769
Cholestasis, Progressive Familial Intrahepatic, 2	C3489789	IS_A		Progressive intrahepatic cholestasis (disorder)	C0268312
Sandhoff Disease	C0036161	IS_A		Gangliosidoses, GM2	C0268274
Multicystic Dysplastic Kidney	C3714581	COEXISTS_WITH	["32368833_fullText_90"]	Syndrome	C0039082
Multicystic Dysplastic Kidney	C3714581	ISA	["32630370_fullText_72"]	Syndrome	C0039082
Multicystic Dysplastic Kidney	C3714581	LOCATION_OF	["32630370_fullText_72"]	Syndrome	C0039082
trisomy 8 mosaic	C1096527	CAUSES	["31705726_fullText_81"]	Skeletal dysplasia	C0410528
Holt-Oram syndrome	C0265264	IS_A		Syndrome	C0039082
Peripheral motor neuropathy	C0235025	IS_A		Motor Neuron Disease	C0085084
Infarction, Middle Cerebral Artery	C0740392	IS_A		Cerebral Infarction	C0007785
Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome	C1836033	IS_A		Syndrome	C0039082
Palmoplantar Keratosis	C0022596	IS_A		Keratosis	C0022593
Factor XI Deficiency	C0015523	IS_A		Blood Coagulation Disorders	C0005779
Dermatomycoses	C0011630	IS_A		Skin Diseases, Genetic	C0037277
Zunich neuroectodermal syndrome	C1848392	IS_A		Syndrome	C0039082
Ichthyosis linearis circumflexa	C0265962	IS_A		Skin Diseases, Genetic	C0037277
Hypotrichosis	C0020678	IS_A		Hair Diseases	C0018500
Ichthyosis with hypotrichosis, autosomal recessive	C1835851	ISA	["32147747_fullText_69"]	Ichthyoses	C0020757
Pseudopelade	C0086873	COEXISTS_WITH	["32147747_fullText_81"]	Hypotrichosis	C0020678
ERYTHROKERATODERMIA VARIABILIS 3 (disorder)	C1836330	ISA	["32147747_fullText_103","32147747_fullText_104","32147747_fullText_106","32147747_fullText_136"]	Syndrome	C0039082
Smith-Lemli-Opitz Syndrome	C0175694	IS_A		Lipid Metabolism, Inborn Errors	C0023772
Biliary cirrhosis	C0023892	IS_A		Liver Cirrhosis	C0023890
Miller Dieker syndrome	C0265219	IS_A		Syndrome	C0039082
Hypokalemic periodic paralysis	C0238358	IS_A		Familial Periodic Paralysis	C0030443
Cooley's anemia	C0002875	COEXISTS_WITH	["23097601_fullText_14"]	Neuromuscular Diseases	C0027868
Cooley's anemia	C0002875	MANIFESTATION_OF	["25873781_fullText_58","28344440_fullText_46"]	Atrial Fibrillation	C0004238
Enophthalmos	C0014306	IS_A		Orbital Diseases	C0029182
Corneal Diseases	C0010034	IS_A		Disorder of eye	C0015397
Muscular Atrophy, Spinal, Type II	C0393538	IS_A		Spinal Muscular Atrophies of Childhood	C0700595
Heart Failure, Diastolic	C1135196	IS_A		Congestive heart failure	C0018802
Transient hypogammaglobulinemia of infancy	C0272238	IS_A		Transient Hypogammaglobulinemia	C0859960
Familial Periodic Paralysis	C0030443	IS_A		Metal Metabolism, Inborn Errors	C0025534
Scapuloperoneal Form of Spinal Muscular Atrophy	C0751335	IS_A		Motor Neuron Disease	C0085084
Spinal Muscular Atrophies of Childhood	C0700595	IS_A		Spinal Muscular Atrophy	C0026847
Congenital Pain Insensitivity	C0002768	LOCATION_OF	["6085021_fullText_1"]	Syndrome	C0039082
Neonatal Myasthenia Gravis	C0158982	IS_A		myasthenia gravis without acute exacerbation	C1260409
Myopathy, Centronuclear, Autosomal Dominant	C1834558	IS_A		Centronuclear myopathy	C0175709
Mechanical Strabismus	C0152223	IS_A		Other specified strabismus	C0029831
Hypertropia	C0020575	IS_A		Other specified strabismus	C0029831
Myopia, Degenerative	C0154778	IS_A		Myopia	C0027092
Pupil Disorders	C0034124	IS_A		Disorder of eye	C0015397
Sleep Apnea, Mixed Central and Obstructive	C0338495	IS_A		Sleep Apnea Syndromes	C0037315
Hereditary nephritis	C0027706	IS_A		Syndrome	C0039082
TIBIAL MUSCULAR DYSTROPHY, TARDIVE	C1838244	IS_A		Distal Muscular Dystrophies	C0751336
Brown Tendon Sheath Syndrome	C0155339	IS_A		Mechanical Strabismus	C0152223
Anterior Horn Cell Disease	C0154681	IS_A		Spinal Muscular Atrophy	C0026847
Nephropathic cystinosis	C2931187	IS_A		Lysosomal Storage Diseases	C0085078
Angelman Syndrome	C0162635	OCCURS_IN	["39231983_fullText_159"]	Mitochondrial encephalopathy	C1852373
Angelman Syndrome	C0162635	IS_A		Syndrome	C0039082
Mitochondrial Dysfunction	C4021734	COEXISTS_WITH	["38732047_fullText_13"]	Sepsis-Associated Encephalopathy	C0393642
Mitochondrial Dysfunction	C4021734	COEXISTS_WITH	["38732047_fullText_13"]	Ischemic stroke	C0948008
Anti-Glomerular Basement Membrane Disease	C0403529	IS_A		Lung diseases	C0024115
Mitral Valve Prolapse Syndrome	C0026267	IS_A		Rheumatic disease of mitral valve	C0264765
Intestinal Obstruction	C0021843	IS_A		Intestinal Diseases	C0021831
Froehlich's Syndrome	C0016724	IS_A		Hypothalamic Diseases	C0020655
Hypothalamic Diseases	C0020655	IS_A		Thalamic Diseases	C0039726
Bonnevie-Ullrich Syndrome	C1527168	IS_A		Gonadal Dysgenesis	C0018051
Amyotrophic Lateral Sclerosis, Guam Form	C0543859	IS_A		Degenerative disorder	C1285162
Hypercholesterolemia, Familial	C0020445	IS_A		Hyperlipoproteinemias	C0020476
Uveal Diseases	C0042161	IS_A		Disorder of eye	C0015397
Tongue Diseases	C0040409	IS_A		Mouth Diseases	C0026636
Primary Hyperthyroidism	C3714618	IS_A		Thyroid Diseases	C0040128
Creutzfeldt-Jakob disease	C0022336	IS_A		Prion Diseases	C0162534
Paralytic Ileus	C0030446	IS_A		Intestinal Obstruction	C0021843
Obstructive Hydrocephalus	C0549423	IS_A		Hydrocephalus	C0020255
Spontaneous Ocular Nystagmus	C0271384	IS_A		Nystagmus	C0028738
Dissociated Nystagmus	C0155380	IS_A		Nystagmus	C0028738
Lens Diseases	C0023308	IS_A		Disorder of eye	C0015397
Colonic Diseases, Functional	C0009374	IS_A		Colonic Diseases	C0009373
alpha-Mannosidosis	C0024748	IS_A		Lysosomal Storage Diseases	C0085078
Lesion of Sciatic Nerve	C0154748	IS_A		Mononeuritis of lower limb	C0154747
Left ventricular diastolic dysfunction	C1273070	CAUSES	["31957094_abstract_2"]	Heart Diseases	C0018799
Blind Loop Syndrome	C0005750	IS_A		Intestinal Diseases	C0021831
Microsporidiosis	C0085407	IS_A		Opportunistic mycosis	C0029119
Periodontal Diseases	C0031090	IS_A		Mouth Diseases	C0026636
Cerebellar Degenerations, Primary	C0033132	IS_A		Degenerative disorder	C1285162
Lobstein Disease	C0023931	IS_A		Osteogenesis Imperfecta	C0029434
Gall Bladder Diseases	C0016977	IS_A		Digestive System Disorders	C0012242
Hemophilia A	C0019069	IS_A		Blood Coagulation Disorders	C0005779
Hemiplegia, Infantile	C0392550	IS_A		CNS disorder	C0007682
Monocular Esotropia	C0152204	IS_A		Esotropia	C0014877
Williams Syndrome	C0175702	IS_A		Syndrome	C0039082
Giardiasis	C0017536	IS_A		Protozoan Infections	C0033740
Alternating Exotropia	C0152207	IS_A		Exotropia	C0015310
Monocular Exotropia	C0152206	IS_A		Exotropia	C0015310
Coffin-Lowry syndrome	C0265252	IS_A		Syndrome	C0039082
Parkinson Disease, Postencephalitic	C0030568	IS_A		Secondary Parkinson Disease	C0030569
Lipoatrophic Diabetes Mellitus	C0011859	IS_A		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
Vagus Nerve Disorder	C0152179	IS_A		Disorders of other cranial nerves	C0154730
Keratosis	C0022593	IS_A		Skin Diseases, Genetic	C0037277
beta Thalassemia	C0005283	IS_A		Thalassemia	C0039730
Rubinstein-Taybi Syndrome	C0035934	IS_A		Syndrome	C0039082
Hepatic Coma	C0019147	IS_A		Hepatic Encephalopathy	C0019151
Myocardial Stunning	C0206146	IS_A		Myocardial Infarction	C0027051
Action Myoclonus-Renal Failure Syndrome	C0751779	IS_A		Myoclonic Epilepsies, Progressive	C0751778
Total Third-Nerve Palsy	C0271371	IS_A		Paralytic strabismus	C0152221
Partial Third-Nerve Palsy	C0271370	IS_A		Paralytic strabismus	C0152221
Oculomotor Nerve Paralysis	C0028866	IS_A		Third cranial nerve disorder	C0271353
Muscular Disorders, Atrophic	C0752352	IS_A		Neuromuscular Diseases	C0027868
Infant Gynecomastia	C1449721	IS_A		Breast Diseases	C0006145
Duodenal Diseases	C0013289	IS_A		Intestinal Diseases	C0021831
Rectal Diseases	C0034882	IS_A		Intestinal Diseases	C0021831
Sheehan Syndrome	C0242342	IS_A		Hypopituitarism	C0020635
Polyradiculoneuropathy	C0032587	IS_A		Non-Neoplastic Peripheral Nervous System Disorder	C1335029
Colonic Diseases	C0009373	IS_A		Intestinal Diseases	C0021831
Interstitial emphysema	C1370824	IS_A		Other emphysema	C0029607
Persistent Fetal Circulation Syndrome	C0031190	IS_A		Pulmonary Hypertension	C0020542
Pyelonephritis	C0034186	IS_A		Pyelitis	C0034183
Radial Neuropathy	C0748226	IS_A		Mononeuropathies	C0494491
Vitreous Detachment	C0042907	IS_A		Other vitreous opacities	C0029872
Thyroid Hormone Resistance Syndrome	C2940786	IS_A		Hypothyroidism	C0020676
CADASIL Syndrome	C0751587	IS_A		Leukodystrophy	C0023520
Postcholecystectomy Syndrome	C0152099	IS_A		Biliary Tract Diseases	C0005424
Fasciitis	C0015645	IS_A		Connective Tissue Diseases	C0009782
Visual seizure	C0270824	IS_A		Epilepsy	C0014544
Familial Partial Lipodystrophy, Type 1	C1720859	IS_A		Familial Partial Lipodystrophy, Type 3	C1720861
Lymphedema	C0024236	IS_A		Lymphatic Diseases	C0024228
Milroy Disease	C1704423	IS_A		Hereditary edema of legs	C1313885
Parathyroid Diseases	C0030517	IS_A		Endocrine System Diseases	C0014130
Andersen Syndrome	C1563715	IS_A		Long QT Syndrome	C0023976
Carotid Stenosis	C0007282	IS_A		Carotid Artery Diseases	C0007273
Epilepsy, Complex Partial	C0085417	IS_A		Epilepsies, Partial	C0014547
Lipid Metabolism, Inborn Errors	C0023772	IS_A		Inborn Errors of Metabolism	C0025521
Siderosis	C0037061	IS_A		Pneumoconiosis	C0032273
Bile Duct Diseases	C0005395	IS_A		Biliary Tract Diseases	C0005424
Steroid Metabolism, Inborn Errors	C1257809	IS_A		Lipid Metabolism, Inborn Errors	C0023772
Thalamic Diseases	C0039726	IS_A		Encephalopathies	C0085584
Biliary Tract Diseases	C0005424	IS_A		hepatobiliary disease	C0267792
Primary Hyperoxaluria	C0020501	IS_A		Carbohydrate Metabolism, Inborn Errors	C0007001
Metal Metabolism, Inborn Errors	C0025534	IS_A		Inborn Errors of Metabolism	C0025521
Congenital dyserythropoietic anemia, type III	C0271934	IS_A		Congenital dyserythropoietic anemia	C0002876
Leukocyte-Adhesion Deficiency Syndrome	C0242597	IS_A		Leukocyte Disorders	C0023510
Deficiency of galactokinase	C0268155	IS_A		Galactosemias	C0016952
Carbohydrate Metabolism, Inborn Errors	C0007001	IS_A		Inborn Errors of Metabolism	C0025521
Crohn's disease of large bowel	C0156147	IS_A		Inflammatory Bowel Diseases	C0021390
Crohn's disease of large bowel	C0156147	IS_A		Crohn's disease of large bowel	C0156147
Herpes simplex infection	C0019348	IS_A		Virus Diseases	C0042769
Lacrimal Apparatus Diseases	C0022904	IS_A		Disorder of eye	C0015397
Acampomelic Campomelic Dysplasia	C1861923	IS_A		Osteochondrodysplasias	C0029422
Diabetic Polyneuropathies	C0271680	IS_A		Diabetic Neuropathies	C0011882
MPS III C	C0086649	IS_A		Mucopolysaccharidosis III	C0026706
MPS III D	C0086650	IS_A		Mucopolysaccharidosis III	C0026706
Purpura	C0034150	IS_A		Hemorrhagic Disorders	C0019087
Hyperphosphatemia (disorder)	C0085681	IS_A		Phosphorus Metabolism Disorders	C0031707
Holocarboxylase Synthetase Deficiency	C0268581	IS_A		Multiple Carboxylase Deficiency	C0026755
Benzoic acid allergy	C0571102	IS_A		Dermatitis, Allergic Contact	C0162820
Allergy to ketoprofen	C0570547	IS_A		Dermatitis, Photoallergic	C0162824
Dermatitis, Photoallergic	C0162824	IS_A		Dermatitis, Allergic Contact	C0162820
Neomycin sulfate allergy	C1443961	IS_A		Dermatitis, Allergic Contact	C0162820
Allergy to formaldehyde	C0571339	IS_A		Dermatitis, Allergic Contact	C0162820
BK virus nephropathy	C1697878	IS_A		Hemorrhagic Fever with Renal Syndrome	C0019101
Sulfatidosis, Juvenile, Austin Type	C1720864	IS_A		Sphingolipidoses	C0037899
Sphingolipidoses	C0037899	IS_A		Other disorders of lipoid metabolism	C0029591
Multiple Carboxylase Deficiency	C0026755	IS_A		Amino Acid Metabolism, Inborn Errors	C0002514
Foster-Kennedy Syndrome	C0152112	IS_A		Papilledema	C0030353
Angiodysplasia	C0085411	IS_A		Spinal Cord Ischemia	C0752130
Infantile Globoid Cell Leukodystrophy	C0751273	ISA	["37952085_fullText_1"]	Globoid cell leukodystrophy	C0023521
Post-Vaccinal Encephalitis	C0751101	IS_A		Encephalitis	C0014038
Encephalitis, Acute Necrotizing	C0338418	IS_A		Encephalitis	C0014038
Intestinal Perforation	C0021845	IS_A		Intestinal Diseases	C0021831
Glycogen Storage Disease Type III	C0017922	IS_A		Glycogen Storage Disease	C0017919
Striatonigral Degeneration	C0270733	IS_A		Multiple System Atrophy	C0393571
Tyrosine Transaminase Deficiency Disease	C0268487	ISA	["28121442_fullText_1"]	Metabolic Diseases	C0025517
