Gene	Gene_id	RELATION	PROVENANCE	Disease	Disease_id
LRP5 gene	C1416917	ASSOCIATED_WITH		Polycystic Kidney Diseases	C0022680
LRP5 gene	C1416917	ASSOCIATED_WITH		Van Buchem disease	C0432272
LRP5 gene	C1416917	ASSOCIATED_WITH		Polycystic Kidney, Autosomal Dominant	C0085413
LRP5 gene	C1416917	ASSOCIATED_WITH		Idiopathic osteoporosis	C0158447
LRP5 gene	C1416917	ASSOCIATED_WITH		Retinopathy of Prematurity	C0035344
LRP5 gene	C1416917	ASSOCIATED_WITH		Osteosclerosis	C0029464
LRP5 gene	C1416917	ASSOCIATED_WITH		OSTEOPETROSIS, AUTOSOMAL DOMINANT 1	C1843330
LRP5 gene	C1416917	ASSOCIATED_WITH		Osteoporosis with pseudoglioma	C0432252
LRP5 gene	C1416917	ASSOCIATED_WITH		Osteoporosis	C0029456
LRP5 gene	C1416917	ASSOCIATED_WITH		Worth disease	C0432273
NR5A2 gene	C1417839	ASSOCIATED_WITH		Anovulation	C0003128
NR5A2 gene	C1417839	ASSOCIATED_WITH		Non-alcoholic Fatty Liver Disease	C0400966
GAD1 gene	C1414925	ASSOCIATED_WITH		EPILEPSY, PYRIDOXINE-DEPENDENT	C1849508
CYP2D6 gene	C1332830	ASSOCIATED_WITH		Comatose	C0009421
CYP2D6 gene	C1332830	ASSOCIATED_WITH		Asthma	C0004096
CYP2D6 gene	C1332830	ASSOCIATED_WITH		Hepatitis, Autoimmune	C0241910
CYP2D6 gene	C1332830	ASSOCIATED_WITH		Alzheimer's Disease	C0002395
CYP2D6 gene	C1332830	ASSOCIATED_WITH		Parkinson Disease	C0030567
CYP2C19 gene	C1332828	ASSOCIATED_WITH		Malaria, Falciparum	C0024535
CYP2C19 gene	C1332828	ASSOCIATED_WITH		Eosinophilic esophagitis	C0341106
CYP2C19 gene	C1332828	ASSOCIATED_WITH		Kidney Failure, Acute	C0022660
CYP2C19 gene	C1332828	ASSOCIATED_WITH		Kidney Failure, Chronic	C0022661
CYP2C19 gene	C1332828	ASSOCIATED_WITH		Multiple Chemical Sensitivity	C0242992
CYP2C19 gene	C1332828	ASSOCIATED_WITH		Anemia, Sickle Cell	C0002895
CYP2C19 gene	C1332828	ASSOCIATED_WITH		Atrial Fibrillation	C0004238
CYP2C19 gene	C1332828	ASSOCIATED_WITH		Cardiovascular Diseases	C0007222
CYP2C19 gene	C1332828	ASSOCIATED_WITH		Peptic Ulcer	C0030920
CYP2C19 gene	C1332828	ASSOCIATED_WITH		Acute Coronary Syndrome	C0948089
CYP2C19 gene	C1332828	ASSOCIATED_WITH__INFER__	["34708996_fullText_1"]	Ischemic stroke	C0948008
CYP2C19 gene	C1332828	ASSOCIATED_WITH__INFER__	["34708996_fullText_1"]	Transient Ischemic Attack	C0007787
SERPINA1 gene	C1418544	ASSOCIATED_WITH		Other emphysema	C0029607
SERPINA1 gene	C1418544	ASSOCIATED_WITH		Arteriosclerosis	C0003850
SERPINA1 gene	C1418544	ASSOCIATED_WITH		Kidney Failure, Acute	C0022660
SERPINA1 gene	C1418544	ASSOCIATED_WITH		Neurodegenerative Disorders	C0524851
SERPINA1 gene	C1418544	ASSOCIATED_WITH		Asbestosis	C0003949
SERPINA1 gene	C1418544	ASSOCIATED_WITH		Ileitis	C0020877
SERPINA1 gene	C1418544	ASSOCIATED_WITH		Pulmonary Fibrosis	C0034069
SERPINA1 gene	C1418544	ASSOCIATED_WITH		Panniculitis, Nodular Nonsuppurative	C0030328
SERPINA1 gene	C1418544	ASSOCIATED_WITH		Non-alcoholic Fatty Liver Disease	C0400966
SERPINA1 gene	C1418544	ASSOCIATED_WITH		Nonalcoholic Steatohepatitis	C3241937
SERPINA1 gene	C1418544	ASSOCIATED_WITH		Cholestasis	C0008370
SERPINA1 gene	C1418544	ASSOCIATED_WITH		Vasculitis	C0042384
SERPINA1 gene	C1418544	ASSOCIATED_WITH		HIV Infections	C0019693
SERPINA1 gene	C1418544	ASSOCIATED_WITH		Cystic Fibrosis	C0010674
SERPINA1 gene	C1418544	ASSOCIATED_WITH		Bronchiectasis	C0006267
SERPINA1 gene	C1418544	ASSOCIATED_WITH		Lung diseases	C0024115
SERPINA1 gene	C1418544	ASSOCIATED_WITH		Liver Cirrhosis	C0023890
SERPINA1 gene	C1418544	ASSOCIATED_WITH		Chronic Obstructive Airway Disease	C0024117
SERPINA1 gene	C1418544	ASSOCIATED_WITH		Liver diseases	C0023895
SERPINA1 gene	C1418544	ASSOCIATED_WITH		alpha 1-Antitrypsin Deficiency	C0221757
MAP3K5 gene	C1417014	ASSOCIATED_WITH		Diabetes Mellitus	C0011849
MAP3K5 gene	C1417014	ASSOCIATED_WITH		Parkinson Disease	C0030567
MAP3K5 gene	C1417014	ASSOCIATED_WITH		Huntington Disease	C0020179
OPN1SW gene	C1412770	ASSOCIATED_WITH		Color Blindness, Blue	C0155017
SRI gene	C1420401	ASSOCIATED_WITH	["34588611_fullText_6"]	Neonatal Abstinence Syndrome	C0027609
OPRM1 gene	C1417965	ASSOCIATED_WITH		Dyskinetic syndrome	C0013384
OPRM1 gene	C1417965	ASSOCIATED_WITH		Epilepsy	C0014544
OPRM1 gene	C1417965	ASSOCIATED_WITH		Movement Disorders	C0026650
OPRM1 gene	C1417965	ASSOCIATED_WITH		Rheumatoid Arthritis	C0003873
OPRM1 gene	C1417965	ASSOCIATED_WITH		Neonatal Abstinence Syndrome	C0027609
OPRM1 gene	C1417965	ASSOCIATED_WITH		Obesity	C0028754
LAMA1 gene	C1416775	ASSOCIATED_WITH		Nonalcoholic Steatohepatitis	C3241937
LAMA1 gene	C1416775	ASSOCIATED_WITH	["34628125_fullText_4","33926177_fullText_1"]	Chronic Obstructive Airway Disease	C0024117
LAMA1 gene	C1416775	ASSOCIATED_WITH	["34628125_fullText_3","34628125_fullText_4","34219573_fullText_1","37936381_fullText_1","37428619_fullText_7","36629483_fullText_1","35074516_fullText_5","35527239_fullText_2"]	Asthma	C0004096
LAMA1 gene	C1416775	ASSOCIATED_WITH	["37936381_fullText_1"]	Eosinophilia	C0014457
HDAC4 gene	C1333893	ASSOCIATED_WITH		Retinal Degeneration	C0035304
HDAC4 gene	C1333893	ASSOCIATED_WITH		Ataxia Telangiectasia	C0004135
HDAC5 gene	C1333894	ASSOCIATED_WITH		Systemic Scleroderma	C0036421
HDAC1 gene	C1333891	ASSOCIATED_WITH		Endometriosis	C0014175
HDAC1 gene	C1333891	ASSOCIATED_WITH		Rheumatoid Arthritis	C0003873
CNR1 gene	C1413554	AFFECTS	["34802041_fullText_7"]	SVEINSSON CHORIORETINAL ATROPHY	C1862382
CNR1 gene	C1413554	PREDISPOSES	["34305821_fullText_8"]	Renal fibrosis	C0151650
CNR1 gene	C1413554	ASSOCIATED_WITH		Movement Disorders	C0026650
CNR1 gene	C1413554	ASSOCIATED_WITH		Systemic Scleroderma	C0036421
CNR1 gene	C1413554	ASSOCIATED_WITH		Epilepsy, Temporal Lobe	C0014556
CNR1 gene	C1413554	ASSOCIATED_WITH		Liver Cirrhosis	C0023890
CNR1 gene	C1413554	ASSOCIATED_WITH		Cholestasis	C0008370
CNR1 gene	C1413554	ASSOCIATED_WITH		Endometriosis	C0014175
CNR1 gene	C1413554	ASSOCIATED_WITH		Impaired glucose tolerance	C0271650
CNR1 gene	C1413554	ASSOCIATED_WITH		Status Epilepticus	C0038220
CNR1 gene	C1413554	ASSOCIATED_WITH		Multiple Sclerosis	C0026769
CNR1 gene	C1413554	ASSOCIATED_WITH		Huntington Disease	C0020179
CNR1 gene	C1413554	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
CNR1 gene	C1413554	ASSOCIATED_WITH	["35328343_fullText_1"]	Obesity	C0028754
CNR1 gene	C1413554	DISRUPTS	["34305821_fullText_9"]	Diabetes	C0011847
CNR1 gene	C1413554	DISRUPTS	["34305821_fullText_9"]	Obesity	C0028754
HTR2B gene	C1415810	ASSOCIATED_WITH		Pulmonary Hypertension	C0020542
HTR2B gene	C1415810	ASSOCIATED_WITH		Heart valve disease	C0018824
XCL1 gene	C1363878	ASSOCIATED_WITH	["33784930_fullText_1"]	Migraine Disorders	C0149931
SPRTN gene	C1823744	ASSOCIATED_WITH		Progeria	C0033300
SPRTN gene	C1823744	ASSOCIATED_WITH	["33784930_fullText_1"]	Migraine Disorders	C0149931
TRIM32 gene	C1424232	ASSOCIATED_WITH		Myopathy	C0026848
TRIM32 gene	C1424232	ASSOCIATED_WITH		Muscular Dystrophies, Limb-Girdle	C0686353
TRIM32 gene	C1424232	ASSOCIATED_WITH		Muscular Dystrophy	C0026850
TRIM32 gene	C1424232	ASSOCIATED_WITH		Bardet-Biedl Syndrome	C0752166
ROCK2 gene	C1419598	ASSOCIATED_WITH		Congenital heart disease	C0152021
ROCK2 gene	C1419598	ASSOCIATED_WITH		Heart failure	C0018801
ROCK2 gene	C1419598	ASSOCIATED_WITH		Congestive heart failure	C0018802
RHOA gene	C0812234	ASSOCIATED_WITH		Leukoencephalopathies	C0270612
RHOA gene	C0812234	ASSOCIATED_WITH		Hypopigmentation disorder	C0162835
SLC12A5 gene	C1422213	ASSOCIATED_WITH		Epilepsy, Temporal Lobe	C0014556
SLC12A5 gene	C1422213	ASSOCIATED_WITH		Status Epilepticus	C0038220
SLC12A5 gene	C1422213	ASSOCIATED_WITH		Epilepsy	C0014544
KEAP1 gene	C1427969	ASSOCIATED_WITH		Primary biliary cirrhosis	C0008312
IRS1 gene	C1334140	ASSOCIATED_WITH		Chronic myocardial ischemia	C0264694
IRS1 gene	C1334140	ASSOCIATED_WITH		Hyperlipidemia	C0020473
IRS1 gene	C1334140	ASSOCIATED_WITH		Myocardial Ischemia	C0151744
IRS1 gene	C1334140	ASSOCIATED_WITH		Coronary heart disease	C0010068
IRS1 gene	C1334140	ASSOCIATED_WITH		Coronary Arteriosclerosis	C0010054
IRS1 gene	C1334140	ASSOCIATED_WITH		Hyperinsulinism	C0020459
IRS1 gene	C1334140	ASSOCIATED_WITH		Alzheimer's Disease	C0002395
IRS1 gene	C1334140	ASSOCIATED_WITH		Obesity	C0028754
IRS1 gene	C1334140	ASSOCIATED_WITH		Diabetes Mellitus	C0011849
IRS1 gene	C1334140	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
CNR2 gene	C1413555	ASSOCIATED_WITH		Liver Cirrhosis	C0023890
CNR2 gene	C1413555	ASSOCIATED_WITH		Systemic Scleroderma	C0036421
CNR2 gene	C1413555	ASSOCIATED_WITH		Atherosclerosis	C0004153
CNR2 gene	C1413555	ASSOCIATED_WITH		Inflammatory Bowel Diseases	C0021390
CNR2 gene	C1413555	ASSOCIATED_WITH	["34486749_fullText_4"]	Neurodegenerative Disorders	C0524851
NLRP3 gene	C1424250	ASSOCIATED_WITH		Asbestosis	C0003949
NLRP3 gene	C1424250	ASSOCIATED_WITH		Pyoderma Gangrenosum	C0085652
NLRP3 gene	C1424250	ASSOCIATED_WITH		Familial Cold Autoinflammatory Syndrome 1	C4551895
NLRP3 gene	C1424250	ASSOCIATED_WITH		Familial cold urticaria	C0343068
NLRP3 gene	C1424250	ASSOCIATED_WITH		Chronic Infantile Neurological, Cutaneous, and Articular Syndrome	C0409818
NLRP3 gene	C1424250	ASSOCIATED_WITH		Muckle-Wells Syndrome	C0268390
NLRP3 gene	C1424250	ASSOCIATED_WITH		Cryopyrin-Associated Periodic Syndromes	C2316212
NLRP3 gene	C1424250	ASSOCIATED_WITH		Kidney Diseases	C0022658
NLRP3 gene	C1424250	ASSOCIATED_WITH		Multiple Sclerosis	C0026769
CD9 gene	C1413246	ASSOCIATED_WITH		Liver Cirrhosis	C0023890
IL13 gene	C1334103	ASSOCIATED_WITH		Acute sinusitis	C0149512
IL13 gene	C1334103	ASSOCIATED_WITH		Atopic rhinitis	C0002103
IL13 gene	C1334103	ASSOCIATED_WITH		Allergy to peanuts	C0559470
IL13 gene	C1334103	ASSOCIATED_WITH		Diffuse Scleroderma	C1258104
IL13 gene	C1334103	ASSOCIATED_WITH		Uveitis	C0042164
IL13 gene	C1334103	ASSOCIATED_WITH		Mastocytosis	C0024899
IL13 gene	C1334103	ASSOCIATED_WITH		Allergic Conjunctivitis	C0009766
IL13 gene	C1334103	ASSOCIATED_WITH		Graves Disease	C0018213
IL13 gene	C1334103	ASSOCIATED_WITH		Lung diseases	C0024115
IL13 gene	C1334103	ASSOCIATED_WITH		Rhinitis	C0035455
IL13 gene	C1334103	ASSOCIATED_WITH		Pulmonary Fibrosis	C0034069
IL13 gene	C1334103	ASSOCIATED_WITH		Bronchial Hyperreactivity	C0085129
IL13 gene	C1334103	ASSOCIATED_WITH		Dermatitis	C0011603
IL13 gene	C1334103	ASSOCIATED_WITH		Arthritis, Psoriatic	C0003872
IL13 gene	C1334103	ASSOCIATED_WITH		Pneumonia	C0032285
IL13 gene	C1334103	ASSOCIATED_WITH		Chronic Obstructive Airway Disease	C0024117
IL13 gene	C1334103	ASSOCIATED_WITH		Psoriasis	C0033860
IL13 gene	C1334103	ASSOCIATED_WITH		Dermatitis, Atopic	C0011615
IL13 gene	C1334103	ASSOCIATED_WITH		Asthma	C0004096
IL13 gene	C1334103	ASSOCIATED_WITH__INFER__	["34602401_fullText_1"]	Gastritis	C0017152
IL13 gene	C1334103	ASSOCIATED_WITH__INFER__	["37192071_fullText_12"]	Asthma	C0004096
IL13 gene	C1334103	ASSOCIATED_WITH__INFER__	["34602401_fullText_1"]	Peptic Ulcer	C0030920
HTR2A gene	C1415809	ASSOCIATED_WITH		Metabolic Diseases	C0025517
HTR2A gene	C1415809	ASSOCIATED_WITH		Asthma	C0004096
HTR2A gene	C1415809	ASSOCIATED_WITH		Hypertensive disease	C0020538
HTR2A gene	C1415809	ASSOCIATED_WITH		Dyskinetic syndrome	C0013384
HTR2A gene	C1415809	ASSOCIATED_WITH		Chronic Obstructive Airway Disease	C0024117
HTR2A gene	C1415809	ASSOCIATED_WITH		Fatty Liver	C0015695
HTR2A gene	C1415809	ASSOCIATED_WITH		Migraine Disorders	C0149931
HTR2A gene	C1415809	ASSOCIATED_WITH		Obesity	C0028754
GRIN2B gene	C1415300	ASSOCIATED_WITH		Chronic Obstructive Airway Disease	C0024117
GRIN2B gene	C1415300	ASSOCIATED_WITH		Cerebral Palsy	C0007789
GRIN2B gene	C1415300	ASSOCIATED_WITH		Alzheimer's Disease	C0002395
GRIN2B gene	C1415300	ASSOCIATED_WITH		Epilepsy	C0014544
GRIN2B gene	C1415300	ASSOCIATED_WITH		Huntington Disease	C0020179
GRIN2B gene	C1415300	ASSOCIATED_WITH		Epileptic encephalopathy	C0543888
GRIN2B gene	C1415300	ASSOCIATED_WITH		Infantile spasms	C0037769
CBR1 gene	C1413154	ASSOCIATED_WITH		Cardiomyopathies	C0878544
CBR1 gene	C1413154	ASSOCIATED_WITH		Kidney Failure, Chronic	C0022661
FST gene	C1414830	ASSOCIATED_WITH		Liver Failure, Acute	C0162557
FST gene	C1414830	ASSOCIATED_WITH		Polycystic Ovary Syndrome	C0032460
GRIN1 gene	C1415298	ASSOCIATED_WITH		Hemimegalencephaly	C0431391
GRIN1 gene	C1415298	ASSOCIATED_WITH		Cerebral Infarction	C0007785
GRIN1 gene	C1415298	ASSOCIATED_WITH		Febrile Convulsions	C0009952
GRIN2A gene	C1415299	ASSOCIATED_WITH		Speech Disorders	C0037822
GRIN2A gene	C1415299	ASSOCIATED_WITH		Epilepsies, Partial	C0014547
GRIN2A gene	C1415299	ASSOCIATED_WITH		Huntington Disease	C0020179
GRIN2A gene	C1415299	ASSOCIATED_WITH		Epilepsy, Rolandic	C0376532
GRIN2A gene	C1415299	ASSOCIATED_WITH		Epileptic encephalopathy	C0543888
GRIN2A gene	C1415299	ASSOCIATED_WITH		Epilepsy	C0014544
HNRNPH1 gene	C1415642	ASSOCIATED_WITH		Sjogren's Syndrome	C1527336
PPP1R1A gene	C1418824	ASSOCIATED_WITH		Congestive heart failure	C0018802
PPP1R1A gene	C1418824	ASSOCIATED_WITH		Heart failure	C0018801
CRH gene	C1366488	ASSOCIATED_WITH		Salaam Seizures	C1527366
CRH gene	C1366488	ASSOCIATED_WITH		Pituitary Apoplexy	C0032001
CRH gene	C1366488	ASSOCIATED_WITH		Infantile spasms	C0037769
CRH gene	C1366488	ASSOCIATED_WITH		Autosomal Dominant Nocturnal Frontal Lobe Epilepsy	C3696898
CRH gene	C1366488	ASSOCIATED_WITH		Epilepsy	C0014544
CRH gene	C1366488	ASSOCIATED_WITH		Anorexia	C0003123
CRH gene	C1366488	ASSOCIATED_WITH		Alzheimer's Disease	C0002395
CRH gene	C1366488	ASSOCIATED_WITH		Cushing Syndrome	C0010481
CRH gene	C1366488	ASSOCIATED_WITH		Obesity	C0028754
CHRM3 gene	C1332759	ASSOCIATED_WITH		Urinary Bladder Diseases	C0005686
CHRM3 gene	C1332759	ASSOCIATED_WITH		Chronic Obstructive Airway Disease	C0024117
STRA13 gene	C1420488	AUGMENTS	["35133644_fullText_9"]	brain dysfunction	C0262405
DRD2 gene	C1333253	CAUSES	["37491763_fullText_9"]	Myopia	C0027092
DRD2 gene	C1333253	AFFECTS	["35487304_fullText_6"]	Ileitis	C0020877
DRD2 gene	C1333253	ASSOCIATED_WITH		Kidney Failure, Chronic	C0022661
DRD2 gene	C1333253	ASSOCIATED_WITH		Hyperkinesia	C3887506
DRD2 gene	C1333253	ASSOCIATED_WITH		Migraine with Aura	C0154723
DRD2 gene	C1333253	ASSOCIATED_WITH		Hypertensive disease	C0020538
DRD2 gene	C1333253	ASSOCIATED_WITH		Dyskinetic syndrome	C0013384
DRD2 gene	C1333253	ASSOCIATED_WITH		Hyperprolactinemia	C0020514
DRD2 gene	C1333253	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
DRD2 gene	C1333253	ASSOCIATED_WITH		Parkinsonian Disorders	C0242422
DRD2 gene	C1333253	ASSOCIATED_WITH		Movement Disorders	C0026650
DRD2 gene	C1333253	ASSOCIATED_WITH		Obesity	C0028754
DRD2 gene	C1333253	ASSOCIATED_WITH		Parkinson Disease	C0030567
TERT gene	C1367342	ASSOCIATED_WITH		Hamman-Rich syndrome	C0085786
TERT gene	C1367342	ASSOCIATED_WITH		Myocardial Ischemia	C0151744
TERT gene	C1367342	ASSOCIATED_WITH		Immunologic Deficiency Syndromes	C0021051
TERT gene	C1367342	ASSOCIATED_WITH		Idiopathic Pulmonary Fibrosis	C1800706
TERT gene	C1367342	ASSOCIATED_WITH		Aplastic Anemia	C0002874
TERT gene	C1367342	ASSOCIATED_WITH		Dyskeratosis Congenita	C0265965
TERT gene	C1367342	ASSOCIATED_WITH		Pulmonary Fibrosis	C0034069
TERT gene	C1367342	ASSOCIATED_WITH		Lupus Erythematosus, Systemic	C0024141
TERT gene	C1367342	ASSOCIATED_WITH		Chronic Obstructive Airway Disease	C0024117
TERT gene	C1367342	ASSOCIATED_WITH		Coronary heart disease	C0010068
TERT gene	C1367342	ASSOCIATED_WITH		Coronary Arteriosclerosis	C0010054
TERT gene	C1367342	ASSOCIATED_WITH		Cri-du-Chat Syndrome	C0010314
CHAF1A wt Allele	C3812373	CAUSES	["37865952_fullText_1"]	Hyperuricemia	C0740394
PKD2 gene	C1418600	ASSOCIATED_WITH		Aneurysm	C0002940
PKD2 gene	C1418600	ASSOCIATED_WITH		Retinal Degeneration	C0035304
PKD2 gene	C1418600	ASSOCIATED_WITH		Chronic Kidney Diseases	C1561643
PKD2 gene	C1418600	ASSOCIATED_WITH		Hypertensive disease	C0020538
PKD2 gene	C1418600	ASSOCIATED_WITH		Intracranial Aneurysm	C0007766
PKD2 gene	C1418600	ASSOCIATED_WITH		Autosomal Recessive Polycystic Kidney Disease	C0085548
PKD2 gene	C1418600	ASSOCIATED_WITH		POLYCYSTIC KIDNEY DISEASE 1	C3149841
PKD2 gene	C1418600	ASSOCIATED_WITH		Polycystic Kidney Diseases	C0022680
PKD2 gene	C1418600	ASSOCIATED_WITH		Polycystic Kidney, Autosomal Dominant	C0085413
PKD2 gene	C1418600	ASSOCIATED_WITH		Polycystic kidney disease, type 2	C2751306
P2RX1 gene	C1418211	CAUSES	["34354708_fullText_5"]	Colitis	C0009319
UCP1 gene	C1421313	ASSOCIATED_WITH		Congestive heart failure	C0018802
UCP1 gene	C1421313	ASSOCIATED_WITH		Heart failure	C0018801
UCP1 gene	C1421313	ASSOCIATED_WITH		Hypertensive disease	C0020538
UCP1 gene	C1421313	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
UCP1 gene	C1421313	ASSOCIATED_WITH		Obesity	C0028754
ANLN gene	C1422396	ASSOCIATED_WITH		Focal glomerulosclerosis	C0017668
SCN1A gene	C1419856	ASSOCIATED_WITH		Epilepsy, Rolandic	C0376532
SCN1A gene	C1419856	ASSOCIATED_WITH		Sudden infant death syndrome	C0038644
SCN1A gene	C1419856	ASSOCIATED_WITH		Epilepsy, Generalized	C0014548
SCN1A gene	C1419856	ASSOCIATED_WITH		Acute encephalopathy	C1306587
SCN1A gene	C1419856	ASSOCIATED_WITH		Myoclonic Astatic Epilepsy	C0393702
SCN1A gene	C1419856	ASSOCIATED_WITH		Infantile spasms	C0037769
SCN1A gene	C1419856	ASSOCIATED_WITH		Movement Disorders	C0026650
SCN1A gene	C1419856	ASSOCIATED_WITH		Absence Seizures	C4316903
SCN1A gene	C1419856	ASSOCIATED_WITH		Early infantile epileptic encephalopathy with suppression bursts	C0393706
SCN1A gene	C1419856	ASSOCIATED_WITH		Lennox-Gastaut syndrome	C0238111
SCN1A gene	C1419856	ASSOCIATED_WITH		Epilepsies, Myoclonic	C0014550
SCN1A gene	C1419856	ASSOCIATED_WITH		Hemiplegic migraine	C0270862
SCN1A gene	C1419856	ASSOCIATED_WITH		Tonic - clonic seizures	C0494475
SCN1A gene	C1419856	ASSOCIATED_WITH		Familial Hemiplegic Migraine	C0338484
SCN1A gene	C1419856	ASSOCIATED_WITH		Epileptic encephalopathy	C0543888
SCN1A gene	C1419856	ASSOCIATED_WITH		Febrile Convulsions	C0009952
SCN1A gene	C1419856	ASSOCIATED_WITH		Epilepsy	C0014544
SCN1A gene	C1419856	ASSOCIATED_WITH		Infantile Severe Myoclonic Epilepsy	C0751122
OPRK1 gene	C1417963	ASSOCIATED_WITH		Neonatal Abstinence Syndrome	C0027609
DRD1 gene	C1333250	ASSOCIATED_WITH		Movement Disorders	C0026650
DRD1 gene	C1333250	ASSOCIATED_WITH		Hypertensive disease	C0020538
DRD1 gene	C1333250	ASSOCIATED_WITH		Parkinson Disease	C0030567
DRD1 gene	C1333250	ASSOCIATED_WITH	["33992835_fullText_3"]	heart inflammation	C0744673
CPB2 gene	C1413666	ASSOCIATED_WITH		Kidney Failure, Chronic	C0022661
CPB2 gene	C1413666	ASSOCIATED_WITH		Obesity	C0028754
P2RX2 gene	C1423503	ASSOCIATED_WITH		Epilepsy	C0014544
P2RX2 gene	C1423503	ASSOCIATED_WITH		Sensorineural hearing loss, bilateral	C0452138
STAT3 gene	C1367307	ASSOCIATED_WITH		Chronic left-sided ulcerative colitis	C0375359
STAT3 gene	C1367307	ASSOCIATED_WITH		Crohn's disease of large bowel	C0156147
STAT3 gene	C1367307	ASSOCIATED_WITH		Hepatitis, Chronic	C0019189
STAT3 gene	C1367307	ASSOCIATED_WITH		Behcet Syndrome	C0004943
STAT3 gene	C1367307	ASSOCIATED_WITH		Congestive heart failure	C0018802
STAT3 gene	C1367307	ASSOCIATED_WITH		Heart failure	C0018801
STAT3 gene	C1367307	ASSOCIATED_WITH		Idiopathic Pulmonary Fibrosis	C1800706
STAT3 gene	C1367307	ASSOCIATED_WITH		Arthritis, Psoriatic	C0003872
STAT3 gene	C1367307	ASSOCIATED_WITH		Cardiomyopathies	C0878544
STAT3 gene	C1367307	ASSOCIATED_WITH		Hyper-Immunoglobulin E Syndrome, Autosomal Recessive	C1968689
STAT3 gene	C1367307	ASSOCIATED_WITH		Diabetes Mellitus, Insulin-Dependent	C0011854
STAT3 gene	C1367307	ASSOCIATED_WITH		Pulmonary Fibrosis	C0034069
STAT3 gene	C1367307	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
STAT3 gene	C1367307	ASSOCIATED_WITH		Atherosclerosis	C0004153
STAT3 gene	C1367307	ASSOCIATED_WITH		Alzheimer's Disease	C0002395
STAT3 gene	C1367307	ASSOCIATED_WITH		Rheumatoid Arthritis	C0003873
STAT3 gene	C1367307	ASSOCIATED_WITH		Psoriasis	C0033860
STAT3 gene	C1367307	ASSOCIATED_WITH		Ulcerative Colitis	C0009324
STAT3 gene	C1367307	ASSOCIATED_WITH		Job Syndrome	C3887645
STAT3 gene	C1367307	ASSOCIATED_WITH		Hyper-Immunoglobulin E Syndrome, Autosomal Dominant	C2936739
REST gene	C1419346	ASSOCIATED_WITH		Fetal Alcohol Syndrome	C0015923
REST gene	C1419346	ASSOCIATED_WITH		Hereditary gingival fibromatosis	C0399440
BDNF gene	C1332408	ASSOCIATED_WITH		Tonic-Clonic Epilepsy	C0014549
BDNF gene	C1332408	ASSOCIATED_WITH		WAGR Syndrome	C0206115
BDNF gene	C1332408	ASSOCIATED_WITH		Parkinsonian Disorders	C0242422
BDNF gene	C1332408	ASSOCIATED_WITH		Brain Ischemia	C0007786
BDNF gene	C1332408	ASSOCIATED_WITH		Obesity, Morbid	C0028756
BDNF gene	C1332408	ASSOCIATED_WITH		Sleep Apnea, Obstructive	C0520679
BDNF gene	C1332408	ASSOCIATED_WITH		nervous system disorder	C0027765
BDNF gene	C1332408	ASSOCIATED_WITH		Status Epilepticus	C0038220
BDNF gene	C1332408	ASSOCIATED_WITH		Dermatitis, Atopic	C0011615
BDNF gene	C1332408	ASSOCIATED_WITH		Asthma	C0004096
BDNF gene	C1332408	ASSOCIATED_WITH		Epilepsy	C0014544
BDNF gene	C1332408	ASSOCIATED_WITH		Glaucoma	C0017601
BDNF gene	C1332408	ASSOCIATED_WITH		Huntington Disease	C0020179
BDNF gene	C1332408	ASSOCIATED_WITH		Obesity	C0028754
BDNF gene	C1332408	ASSOCIATED_WITH		Parkinson Disease	C0030567
BDNF gene	C1332408	ASSOCIATED_WITH		Alzheimer's Disease	C0002395
ACTC1 gene	C1825843	ASSOCIATED_WITH		Cardiomyopathy, Familial Idiopathic	C1449563
ACTC1 gene	C1825843	ASSOCIATED_WITH		Cardiomyopathy, Hypertrophic, Familial	C0949658
ACTC1 gene	C1825843	ASSOCIATED_WITH		Left ventricular noncompaction	C1960469
ACTC1 gene	C1825843	ASSOCIATED_WITH		Cardiomyopathies	C0878544
ACTC1 gene	C1825843	ASSOCIATED_WITH		Hypertrophic Cardiomyopathy	C0007194
ACTC1 gene	C1825843	ASSOCIATED_WITH		Cardiomyopathy, Dilated	C0007193
THEMIS gene	C1427618	ASSOCIATED_WITH		Celiac Disease	C0007570
HMOX1 gene	C1415619	ASSOCIATED_WITH		Other emphysema	C0029607
HMOX1 gene	C1415619	ASSOCIATED_WITH		Contact Dermatitis	C0011616
HMOX1 gene	C1415619	ASSOCIATED_WITH		Chronic myocardial ischemia	C0264694
HMOX1 gene	C1415619	ASSOCIATED_WITH		Degenerative disorder	C1285162
HMOX1 gene	C1415619	ASSOCIATED_WITH		Hepatorenal Syndrome	C0019212
HMOX1 gene	C1415619	ASSOCIATED_WITH		Acute Chest Syndrome	C0742343
HMOX1 gene	C1415619	ASSOCIATED_WITH		Iron Metabolism Disorders	C0012715
HMOX1 gene	C1415619	ASSOCIATED_WITH		Hyperinsulinism	C0020459
HMOX1 gene	C1415619	ASSOCIATED_WITH		Hemophilia A	C0019069
